sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_s_d,metric_s_d_norm,metric_s_s_d,metric_s_s_d_norm,metric_sent_bert,metric_t_s_d,metric_t_s_d_norm
test.enc.prompt.txt::00320,What on earth,1.0,content_diversity,is cuasing traffic to move so slowly?,is my boss thinking?,will it take to make my dog stop barking?,does that billboard mean?,does it take to make my mother in law happy?,-0.056,0.859,-0.178,2.297,0.459,4.536,0.907,-0.199,9.991,0.434
test.enc.prompt.txt::00336,Then you accidentally,0.0,content_diversity,lost your balance and took a tumble,tripped over your own feet and went splat.,felt the platform wobble and down you went.,went head over heels off the edge.,toppled off of the platform.,-0.041,0.936,-0.136,1.547,0.309,4.820,0.964,-0.576,13.017,0.592
test.enc.prompt.txt::00307,That's all you,1.0,content_diversity,get in life.,are able to do.,think about.,can say to me.,can carry.,-0.012,0.773,-0.298,1.521,0.304,4.999,1.000,-0.454,7.491,0.681
test.enc.prompt.txt::00307,That's all you,0.0,content_diversity,can expect for a quarter.,can achieve with out an education.,can find without looking.,can accomplish without luck.,are entitled to.,-0.031,0.964,-0.259,1.859,0.372,4.892,0.978,-0.287,8.820,0.551
test.enc.prompt.txt::00298,Maybe I can,1.0,content_diversity,drop you at your home.,have your phone number,get some water,take your pen,have some change,-0.028,0.956,-0.105,1.621,0.324,4.871,0.974,-0.174,6.554,0.655
test.enc.prompt.txt::00298,Maybe I can,0.0,content_diversity,use your things,join you on your trip,get my pen back,get in to your car,get some coffee,-0.030,0.960,-0.112,1.124,0.225,4.978,0.996,-0.169,6.646,0.604
test.enc.prompt.txt::00276,My dad's got,1.0,content_diversity,a lot of land,prostate cancer,a high school reunion coming up.,a couple of short haired terriors.,a problem with alcohol.,-0.029,0.964,-0.194,1.992,0.398,4.918,0.984,-0.054,11.266,0.663
test.enc.prompt.txt::00276,My dad's got,0.0,content_diversity,a dog kennel,penchant for training dogs.,a phobia of cats.,a farm with all kinds of animals.,really smart labradors.,-0.018,0.971,-0.305,1.947,0.389,4.956,0.991,-0.281,9.523,0.560
test.enc.prompt.txt::00274,You think that's,1.0,content_diversity,how it should be handled.,the right course of study for you.,how your boss expects you to act when on a business trip.,the only way to make a pizza.,enough to make me happy.,-0.025,0.955,-0.240,2.205,0.441,5.000,1.000,-0.152,11.315,0.566
test.enc.prompt.txt::00274,You think that's,0.0,content_diversity,going to satisfy me.,all I want in a relationship.,not hurtful when you don't call.,okay to forget my birthday.,a date that I should have been happy with.,-0.010,0.980,-0.253,2.555,0.511,4.999,1.000,-0.271,9.641,0.567
test.enc.prompt.txt::00310,You can't have,1.0,content_diversity,your cake and eat it too.,all of it.  I get some!,everything your own way all the time.,too much of a good thing.,my car keys.  You're too drunk.,-0.023,0.961,-0.085,2.870,0.410,4.895,0.979,-0.164,10.844,0.542
test.enc.prompt.txt::00310,You can't have,0.0,content_diversity,things just how you want them always.,me constantly do it your way.,what you want how you want it every time.,me giving in to your wishes every day.,the world cater to your every whim forever.,-0.047,0.905,-0.293,2.169,0.434,4.940,0.988,-0.690,12.796,0.556
test.enc.prompt.txt::00293,"Well, you look...",0.0,content_diversity,like you're dressed inappropriately.,like you should probably change those.,dressed to work at the circus.,like you may have bought the wrong size.,funny wearing your little brothers shorts.,-0.024,0.959,-0.228,2.530,0.506,4.953,0.991,-0.216,10.756,0.430
test.enc.prompt.txt::00253,"September 4th, 1993.",1.0,content_diversity,I'll never forget the day I graduated high school,The day I stepped off the plane.,My first day on the job as a teacher.,My very first patrol.,The day our mission launched.,-0.043,0.933,-0.386,1.994,0.399,4.955,0.991,-0.432,12.934,0.562
test.enc.prompt.txt::00253,"September 4th, 1993.",0.0,content_diversity,The day we left Earth.,"Finally, the day we take off.",Launch day is finally upon us.,"After all the preparations, we are ready for launch.","All of our training has lead us to this moment, the true beginning of our mission.",-0.032,0.946,-0.291,2.012,0.402,4.993,0.999,-0.406,13.100,0.452
test.enc.prompt.txt::01790,This fucking job's,0.0,content_diversity,at the top of my list.,phenomenal.,my favorite one.,the absolute best.,the greatest of all.,-0.023,0.953,-0.387,2.452,0.490,4.524,0.905,-0.623,9.018,0.694
test.enc.prompt.txt::01792,I don't give,0.0,content_diversity,the haters anything to rejoice over that fast.,Satan such an easy win.,the defeatist in me the chance to blossom,the universe any doubt about my strength.,myself the slightest option to be a quitter.,-0.029,0.967,-0.088,2.035,0.407,4.974,0.995,-0.316,11.310,0.595
test.enc.prompt.txt::01793,Without hope there's,0.0,content_diversity,no joy.,no pleasure.,no cheerfulness.,no aspirations.,no merriment.,-0.100,0.320,-0.603,1.000,0.200,4.963,0.993,-0.749,5.732,0.573
test.enc.prompt.txt::01795,I'm not married.,1.0,content_diversity,I used to be but it didn't work out.,"But even if I were, it wouldn't stop me.",Why do you ask?,I sure would like to be though.,Are you asking?,-0.023,0.955,-0.056,2.377,0.475,4.799,0.960,-0.312,8.933,0.496
test.enc.prompt.txt::01796,Toss you for,1.0,content_diversity,who goes first.,who gets the blonde and who gets the fat one.,who drives?,"who goes over the top first, it's only fair.",who goes and checks it out? It could be dangerous.,-0.073,0.899,-0.203,2.191,0.365,4.779,0.956,-0.204,12.041,0.502
test.enc.prompt.txt::01797,"Jani, there's something",1.0,content_diversity,I need to tell you.,on your nose.,about you that I love.,going on in town today that I think you will like.,else that you do not know.,-0.044,0.939,-0.202,2.164,0.433,4.995,0.999,-0.227,11.127,0.696
test.enc.prompt.txt::01799,I owe a,0.0,content_diversity,stack of cash to some thugs and I'm pretty scared.,big chunk of change to some shady dudes downtown.,couple of low-level crooks for a loan I took out a while back.,a lot of money to that family still and they're getting impatient.,not insignificant amount of coin to some less than understanding guys.,-0.047,0.948,-0.251,2.112,0.422,4.994,0.999,-0.341,26.838,0.706
test.enc.prompt.txt::01800,My creditors. One,1.0,content_diversity,seems to have found oneself in a rather tight spot.,"is threatening to sue, I am not sure what to do.","day they will all be cleared, but that day is a very long way off.","by one they have tracked me down, I am so worried.","is even saying they will take my house, I am terrified.",-0.036,0.940,-0.211,1.968,0.394,4.972,0.994,-0.348,18.821,0.607
test.enc.prompt.txt::01801,Just listen. You,0.0,content_diversity,need to go home,should get back home,should head back,ought to go home,need to get back,-0.104,0.615,-0.547,1.379,0.276,4.850,0.970,-0.657,8.534,0.610
test.enc.prompt.txt::01802,You don't have,0.0,content_diversity,the solution to everything.,to know it all.,the necessary knowledge.,a high enough IQ.,the thinking power.,-0.023,0.767,-0.291,2.375,0.475,4.931,0.986,-0.445,9.690,0.646
test.enc.prompt.txt::01804,Would you like,0.0,content_diversity,me along with your memory of this to just be erased?,to turn back time and go back to when we never met?,your life to rewind to before you knew me?,for me to magically cease to exist then?,to forgot you ever heard my name?,-0.052,0.953,-0.104,2.049,0.410,4.989,0.998,-0.459,13.659,0.569
test.enc.prompt.txt::01805,Jani! Where are,1.0,content_diversity,you going to,my cigarettes,you taking me,going to change your tire,your friends,-0.030,0.927,-0.164,1.659,0.332,4.975,0.995,-0.183,6.632,0.947
test.enc.prompt.txt::01807,Where do you,0.0,content_diversity,get a decent cup of joe?,find yourself some great coffee?,go for outstanding coffee?,go if you want upstanding coffee?,get high quality coffee?,-0.034,0.960,-0.447,1.484,0.297,4.050,0.810,-0.720,8.776,0.382
test.enc.prompt.txt::01808,So how do,1.0,content_diversity,you know when you're done,you think they'll stay together,believe in ghosts,you know you are right,know he is the best player ever,-0.032,0.950,-0.128,1.790,0.358,4.992,0.998,-0.242,9.292,0.619
test.enc.prompt.txt::01809,Coming up to,0.0,content_diversity,"see you was not an easy thing to do, I hope you know.","spend some time with you is very challenging for me, okay?","be with you -- even now -- is a tough call. For me, at least.","have this meeting with you, do you appreciate how hard that is?",confront you takes a lot of guts. I hope you can respect that.,-0.047,0.939,-0.277,2.471,0.353,4.987,0.997,-0.685,16.607,0.449
test.enc.prompt.txt::01810,I'll lay you,1.0,content_diversity,down if you want me to,again,on the floor,near the table,in the bed,-0.020,0.975,-0.091,2.233,0.447,4.998,1.000,-0.213,4.900,0.980
test.enc.prompt.txt::01810,I'll lay you,0.0,content_diversity,its on the other floor,floor over there please,put it on the brown floor,its on the wood floor,near the floor,-0.112,0.864,-0.186,2.289,0.458,4.915,0.983,-0.558,7.979,0.798
test.enc.prompt.txt::01811,That Greek guy,0.0,content_diversity,is really good looking.,looks very attractive.,has very nice looks.,is stunningly handsome.,happens to have looks that are appealing.,-0.025,0.962,-0.533,2.430,0.486,4.686,0.937,-0.839,8.330,0.490
test.enc.prompt.txt::01812,Does Bella come,1.0,content_diversity,every week to clean or just once a month?,and babysit the kids every Friday night?,prepared for class or is she in need of materials?,"up with such wild fantasies when she talks to you, too?",all the way inside the house or just wait outside?,-0.021,0.961,-0.131,2.428,0.486,4.997,0.999,-0.206,13.102,0.485
test.enc.prompt.txt::01813,What happened to,1.0,content_diversity,all the cool things we were going to do together?,"your brother, I haven't seen him in a while.",your teeth?!,"your mom, I heard she was in the hospital","you car, didn't you used to drive a red convertible?",-0.022,0.960,-0.083,2.157,0.360,4.995,0.999,-0.066,11.944,0.478
test.enc.prompt.txt::01813,What happened to,0.0,content_diversity,the awesome summer we had planned?,all the great ideas you had for us to do?,all the fun we were going to have?,your ideas for an exciting summer?,the great times we'd planned on?,-0.040,0.932,-0.305,2.236,0.447,4.601,0.920,-0.602,8.854,0.443
test.enc.prompt.txt::01816,Why four? And,0.0,content_diversity,"while we're at it, why do they all have to be blue?","while we're at it, have they all to be yellow?","while we're at it, why do they all have to be green?","while we're at it,  do they all have to be purple?","while we're at it, why do they all have to be brown?",-0.585,0.432,-0.807,1.262,0.252,4.960,0.992,-0.417,5.870,0.294
test.enc.prompt.txt::01817,Stacks of 20.,0.0,content_diversity,is this a 10 or 20?,that is a dollar,you only gave me like 1 dollar,single bills are better than none,i need just 1 dollar,-0.027,0.956,-0.056,3.165,0.633,4.354,0.871,-0.357,11.810,0.787
test.enc.prompt.txt::01818,How many aces,1.0,content_diversity,did you score,can you draw,would you like to get,in a hole,can someone receive,-0.024,0.965,-0.282,2.110,0.422,4.708,0.942,-0.334,6.815,0.852
test.enc.prompt.txt::01819,I make it,0.0,content_diversity,"a lot, I think it tastes so good.",for dinner at least once a week.,"frequently, it's delicious.",for both lunch and dinner some days.,"every week, it's my favorite.",-0.014,0.973,-0.215,2.605,0.521,4.114,0.823,-0.449,12.398,0.496
test.enc.prompt.txt::01820,You want me,1.0,content_diversity,to confess to what exactly?,to just tell him that you don't want to go out with him?,to get us into VIP at that club we went to last weekend?,to call in a special favor?,"maybe to cover for you with Jesse, what does that mean?",-0.059,0.950,-0.103,2.259,0.452,4.990,0.998,-0.204,13.931,0.536
test.enc.prompt.txt::01820,You want me,0.0,content_diversity,to ask someone who owes me one?,to perhaps get that guy I helped to help us out?,for once to get something in return from that friend of mine?,to try and switch roles with people I'm always doing stuff for?,finally to cash in on one of those IOU's I've been holding onto for a rainy day?,-0.031,0.966,-0.191,2.249,0.450,4.994,0.999,-0.342,14.137,0.382
test.enc.prompt.txt::01821,Next point. Friendships,0.0,content_diversity,you have with other people are meaningful.,with people are a number one priority.,are an extremely important thing.,carry great importance.,are at the top of the list of priorities.,-0.025,0.947,-0.267,2.031,0.406,4.841,0.968,-0.616,10.803,0.540
test.enc.prompt.txt::01822,This isn't South,1.0,content_diversity,it is a north,", south is located near the hospital",this bar is called north,"dakota, you missed the turn","pole, it's a north",-0.041,0.942,-0.145,2.521,0.504,4.902,0.980,-0.264,11.743,0.691
