sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_AveragedCosineSimilarity,metric_AveragedDistinctNgrams,metric_BertScore,metric_SD,metric_SD_norm,metric_SSD,metric_SSD_norm,metric_SentBert,metric_TSD,metric_TSD_norm
test.enc.prompt.txt::00255,I think about,0.0,content_diversity,how I've never really enjoyed them.,what I would have looked for if I had more time.,how none of them seem to meet expectations.,the dissappointment I feel when shopping for them.,everyone I've ever found has a problem with it.,-0.020,0.967,-0.229,2.434,0.487,4.960,0.992,-0.333,30.069,0.590
test.enc.prompt.txt::00329,Lillian was here.,1.0,content_diversity,I found her condescending attitude quite annoying.,Her pleasing scent filled the room.,I could never mistake her playful laugh which sent my heart aflutter.,Her arrival meant I could finally clock out and go home.,I might have gotten caught cheating on her unless I got out quickly.,-0.029,0.959,-0.199,2.844,0.569,4.998,1.000,-0.224,32.447,0.601
test.enc.prompt.txt::00329,Lillian was here.,0.0,content_diversity,"My shift had ended, so she could step right in to replace me.","Now that she showed up, I could leave.",Her appearance coincided with me completing my tasks for the day.,She had been called in to take over for me.,My workday finished just as she entered.,-0.025,0.955,-0.276,2.258,0.452,4.680,0.936,-0.606,34.628,0.618
test.enc.prompt.txt::00272,What's that got,1.0,content_diversity,to do with this?,for me?,in it?,for free?,with it?,-0.027,0.750,-0.454,1.757,0.351,4.667,0.933,-0.587,8.439,0.496
test.enc.prompt.txt::00272,What's that got,0.0,content_diversity,with the part?,with the total?,with the scope of work?,with the ingredient list?,with the financial statement total?,-0.180,0.857,-0.484,1.535,0.307,4.980,0.996,-0.412,9.978,0.399
test.enc.prompt.txt::00295,Chub says you're,1.0,content_diversity,"pregnant, he can tell by the way you are carrying your body when you walk",trouble with the loan shark you borrowed money from last month,going to regret the day you disrespected him in that restaurant on New Years' Eve,one of the smartest people he has ever known,much better than the rest of your family and need to move away to make a good life for yourself,-0.028,0.966,-0.067,2.604,0.521,4.996,0.999,-0.136,50.773,0.705
test.enc.prompt.txt::00295,Chub says you're,0.0,content_diversity,in a people class by yourself in the brain catagory,"a soul that he has not experienced before, you must be a very old soul and extremely intelligent","going to do very well in school, work hard for those good grades",going to get scholarships to go to college because of your mental capacity,"not only a very beautiful human being, but very bright as well",-0.027,0.948,-0.065,2.716,0.543,4.998,1.000,-0.262,46.787,0.678
test.enc.prompt.txt::00280,Dan. And he's,1.0,content_diversity,my brother.,my best friend from school.,the new boss.,a genius like Einstein.,pretty big.,-0.006,0.988,-0.402,2.308,0.462,4.996,0.999,-0.208,11.479,0.547
test.enc.prompt.txt::00280,Dan. And he's,0.0,content_diversity,the person in charge since today.,is the CEO.,is the new manager.,is taking charge of the office.,the new guy who takes the calls here.,-0.084,0.915,-0.400,2.537,0.507,4.899,0.980,-0.468,19.900,0.622
test.enc.prompt.txt::00241,Where are your,1.0,content_diversity,"manners? Chewing with your mouth open is rude, don't you know?",skills and experiences taking you in life?,playing cards for the poker game? We need those!,meds? I'm taking Billy to school and can't have you skipping them.,listings for what you have for sale on craigslist?,-0.022,0.967,-0.015,2.721,0.340,4.995,0.999,-0.092,37.796,0.600
test.enc.prompt.txt::00241,Where are your,0.0,content_diversity,Fishing rods? I saw them on your craigslist ad.,Fishing tackles and bait? You had them on craigslist.,"two ink cartridges? You were selling them online, right?",Fish equipment? Still selling them?,Flyfishing rods? I was interested in purchasing them.,-0.035,0.939,-0.317,2.783,0.278,4.323,0.865,-0.492,30.213,0.592
test.enc.prompt.txt::00262,He's going after,1.0,content_diversity,the food stop him!,a girl and won't learn until he gets his heart broke.,"the people, I think he is crazy!",The recipe to make dinner.,"work, he will be there soon.",-0.012,0.982,-0.160,2.170,0.434,4.889,0.978,-0.079,27.854,0.663
test.enc.prompt.txt::00262,He's going after,0.0,content_diversity,"the turkey, we need it for dinner.",the food for dinner and needs stopped.,"the food I just made, please get him.",the potatoes and I need him stopped because we need them.,"the food we just made and everyone will be here soon, get him!",-0.074,0.898,-0.228,1.981,0.396,4.867,0.973,-0.397,34.059,0.631
test.enc.prompt.txt::00249,"I'm sorry, let",1.0,content_diversity,it go now.,this never be brought up again.,me make it up to you.,bygones be bygones.,us never meet again.,-0.020,0.945,-0.126,2.575,0.515,4.876,0.975,-0.291,17.573,0.651
test.enc.prompt.txt::00249,"I'm sorry, let",0.0,content_diversity,me help somehow.,me fix this.,me compensate you.,it bring us closer as I seek to remedy this.,yourself be rewarded by me,-0.039,0.967,-0.366,1.650,0.330,4.998,1.000,-0.562,13.839,0.494
test.enc.prompt.txt::00325,"Wade, I got",1.0,content_diversity,the test results.,"to tell ya, I like your style.",five more if you want one.,to the last level in the game.,a big problem with your attitude.,-0.013,0.972,-0.180,3.065,0.613,4.979,0.996,-0.100,20.642,0.590
test.enc.prompt.txt::00325,"Wade, I got",0.0,content_diversity,a few left from the last batch,some more in the back.,to order several more to keep up with the demand.,caught up with production and can send you a few.,"nothing left man, sorry.",-0.028,0.937,-0.199,2.971,0.594,4.935,0.987,-0.216,26.576,0.648
test.enc.prompt.txt::00240,Here's my number,1.0,content_diversity,dont lose it.,call me sometime,dont give it to anyone else,make sure and put it in your phone,you can delete my old number,-0.016,0.977,-0.192,2.649,0.530,4.927,0.985,-0.206,18.329,0.679
test.enc.prompt.txt::00240,Here's my number,0.0,content_diversity,add it to your phonebook,save it in your cell,dont forget to add me to your phone,remember to save it,call me after youve saved it so I have yours,-0.067,0.916,-0.178,2.001,0.400,4.989,0.998,-0.328,22.880,0.715
test.enc.prompt.txt::00309,What do you,1.0,content_diversity,think is happening here?,want to eat for dinner tonight?,say to going on holiday this year?,mean by that comment?,like about this house we are going to buy?,-0.013,0.973,-0.127,2.178,0.436,4.987,0.997,-0.236,17.615,0.503
test.enc.prompt.txt::00309,What do you,0.0,content_diversity,think about this for a potential house purchase?,want in a new house?,find interesting about this place?,value most when buying a house?,feel about us buying this place?,-0.048,0.924,-0.313,2.122,0.424,4.945,0.989,-0.494,16.980,0.485
test.enc.prompt.txt::00286,Skipper - could,1.0,content_diversity,you turn around?,we continue?,we stop here.,we go there?,we turn back?,-0.051,0.543,-0.424,1.293,0.259,4.940,0.988,-0.414,10.639,0.560
test.enc.prompt.txt::00286,Skipper - could,0.0,content_diversity,we head in that direction?,we head there?,we sail there?,we sail in that direction?,you take us in that direction?,-0.142,0.787,-0.575,1.718,0.344,4.739,0.948,-0.693,10.473,0.388
test.enc.prompt.txt::00319,"No, I just",1.0,content_diversity,do not like that brand of sneaker.,like to wear my hair in this style.,prefer to eat less meat.,have seen that movie before and do not want to see it again.,feel as though that purse is too expensive.,-0.024,0.960,-0.246,2.232,0.446,4.718,0.944,-0.184,27.758,0.603
test.enc.prompt.txt::00319,"No, I just",0.0,content_diversity,like eating more vegetables.,think that meat is counterproductive to my diet.,am trying to eat healthier.,"prefer seafood to chicken, fish, and turkey now.",would like to utilize alternative sources of protein.,-0.021,0.976,-0.337,2.524,0.505,4.999,1.000,-0.422,24.804,0.620
test.enc.prompt.txt::00279,"No, it's our",1.0,content_diversity,Teacher who provided us with the required information to ensure we perform well in the debate,belief and culture to ensure we strive for the collective good even at the expense of our personal gain.,Way of saying thank you,Duty to remember the fallen soldiers and say a word of prayer for them.,Fault he got stuck in the unexpected situation as we didn't  give him the support he desires to pull through,-0.043,0.940,-0.154,2.761,0.552,4.995,0.999,-0.204,48.472,0.621
test.enc.prompt.txt::00279,"No, it's our",0.0,content_diversity,legal obligation to remember enduring soldiers for the future generations,responsibility to commemorate their life stories and their life works,"commitment to never forget the memories and painful void they left behind with us,",calling to always remember them in our prayers everytime we engage in our religious activities,task to ensure the legacy of the fallen soldiers live forever,-0.028,0.946,-0.212,2.476,0.495,4.568,0.914,-0.504,41.170,0.675
test.enc.prompt.txt::00257,"No, sir, he",1.0,content_diversity,didn't use the elevator.,he was able to shut the door before the fire could spread.,had no idea that she was hiding in the car.,he gave the apartment key to Mr. del Franco.,he delivered the package before the explosion.,-0.057,0.942,-0.287,2.670,0.534,4.997,0.999,-0.146,33.050,0.660
test.enc.prompt.txt::00257,"No, sir, he",0.0,content_diversity,did not notice her opening the car door and getting into it unseen.,was talking with the other cashier when she slipped into the car.,that she had hidden under the blanket in the back seat.,did not know that she was staying out of sight before the driver spotted her in his car.,he had spoken with her briefly before she ducked away in the parking lot.,-0.065,0.920,-0.317,2.588,0.518,4.729,0.946,-0.445,50.160,0.687
test.enc.prompt.txt::00332,"Right's right, goddamnit!",1.0,content_diversity,And I am not changing my mind.,that is just the way it is.,And i do not want to hear differently.,And that is all I have to say about that.,Anything else is wrong.,-0.034,0.938,-0.222,2.388,0.478,4.394,0.879,-0.380,26.707,0.651
test.enc.prompt.txt::00332,"Right's right, goddamnit!",0.0,content_diversity,That is what I think.,I will never think otherwise.,And that is how I feel.,Do not waste your breath trying to change my mind.,And that is how I feel about that!,-0.109,0.813,-0.287,2.455,0.491,4.156,0.831,-0.473,19.617,0.503
test.enc.prompt.txt::00331,Don't think about,1.0,content_diversity,getting food until after you've finished reading this textbook chapter!,"your headache, and close your eyes so you fall asleep and feel better tomorrow/",sneaking out and getting in trouble again!,eating that fatty and sugary cheesecake when you're on a diet!,wearing your Patriots Jersey tomorrow!,-0.015,0.974,-0.087,2.884,0.577,4.740,0.948,-0.103,35.947,0.631
test.enc.prompt.txt::00331,Don't think about,0.0,content_diversity,diverging from your food plan!,straying from what your coach told you not to eat!,letting your body get out of shape again by eating that!,being a slob that eats junk food all day!,losing your healthy momentum!,-0.024,0.974,-0.206,2.480,0.496,4.912,0.982,-0.386,23.641,0.537
test.enc.prompt.txt::00301,Double A. New,1.0,content_diversity,batteries are easy to find.,teams are the worst.,baseball is boring to watch.,batteries are always too expensive.,baseball comes before the pro league.,-0.034,0.942,-0.335,1.927,0.385,4.998,1.000,-0.181,17.425,0.581
test.enc.prompt.txt::00301,Double A. New,0.0,content_diversity,batteries can be found anywhere.,batteries are in every store.,batteries can be acquired very easily.,batteries are in any place you look.,batteries are the easiest batteries to buy.,-0.099,0.873,-0.249,1.822,0.364,4.690,0.938,-0.688,17.098,0.489
test.enc.prompt.txt::00282,What did you,1.0,content_diversity,do to that horse?,expect when you jumped into that pile of garbage?,think about my proposal?,say to me?,mean by that?,-0.009,0.983,-0.251,1.744,0.349,4.608,0.922,-0.304,12.725,0.454
test.enc.prompt.txt::00282,What did you,0.0,content_diversity,think would happen when you jumped into that garbage pile?,want to find in the garbage pile that you jumped into?,plan on finding in that pile of garbage?,see in that pile of garbage that made you want to jump into it?,think you would find in that garbage pile?,-0.116,0.843,-0.469,2.174,0.435,4.729,0.946,-0.747,28.755,0.513
test.enc.prompt.txt::00300,I get it.,1.0,content_diversity,You are jealous of my life and want to be me.,I look great in this outfit and you want to borrow it for your big party tonight.,College is not for everyone and you shouldn't feel pressured to go.,Life is short and you need to make the most of it.,You are trying to be healthier.,-0.060,0.923,-0.254,2.338,0.468,4.991,0.998,-0.238,41.136,0.633
